,id,diaSemana,arribo,inicioAtencionCaja,finPedido,finPago,metodoPago,observacion
261,P0cIZQQmwnYDKPYtUPXi,domingo,11:44:13.877000,"11:45:05,666","11:45:53,186","11:46:04,724",Tarjeta,
262,P2ty8X0xRZStELdLo6Wp,domingo,11:50:32.398000,"11:53:54,238","11:54:03,351","11:54:50,413",efectivo,
263,P48Y8LYkvy6XvKAKNZjv,domingo,13:28:53.610000,"13:30:51,160","13:31:04,487","13:32:43,487",efectivo,"Esta lento datafono, pago en efectivo"
265,PBbhcM8nR1838brofVGe,domingo,14:18:36.580000,"14:19:56,622","14:20:26,915","14:20:31,655",efectivo,
305,TD8TEoSZ4MxBZN125BG3,domingo,14:46:25.240000,"14:52:54,406","14:53:05,798","14:53:39,558",Tarjeta,
304,TAhylOdg1xIUCpxNVqBh,domingo,13:20:24.026000,"13:23:51,710","13:24:02,493","13:24:32,846",efectivo,
303,T6EByzKigSotoIDkFjsl,domingo,14:21:21.717000,"14:26:32,214","14:26:39,050","14:27:03,407",efectivo,
301,SwE7UZgcWHjWvXzNm9tB,domingo,14:45:42.335000,"14:52:04,547","14:52:35,441","14:52:52,812",efectivo,
299,Sr9x4CwhjNIdokTtmlac,domingo,14:36:52.543000,"14:42:06,466","14:42:14,517","14:42:35,080",efectivo,
295,SXcU7MZpMhIBuNauUxgd,domingo,13:17:33.788000,"13:17:34,718","13:17:41,179","13:17:44,936",efectivo,
292,SRcfFBcif1Z5MQqQaCrW,domingo,14:51:22.074000,"14:58:12,912","14:58:27,787","14:58:28,229",efectivo,
290,SDvEBQ0OVcjQaEJJfMhC,domingo,14:05:20.533000,"14:07:09,861","14:07:29,473","14:08:09,806",Tarjeta,
287,RsbSS3VRnTxS9MxT7P55,domingo,12:16:17.574000,"12:16:22,152","12:16:37,530","12:17:00,756",efectivo,
285,RqeAYoyQhfx9TFx77ash,domingo,13:19:38.848000,"13:23:27,854","13:23:35,770","13:23:49,768",Tarjeta,
283,REYkgWNEUL5qrom3gbmM,domingo,14:20:03.365000,"14:22:51,875","14:23:22,388","14:23:43,052",efectivo,
282,RCrg92R3sWYyySORCPrt,domingo,14:58:51.300000,"15:06:33,780","15:06:54,529","15:07:27,082",efectivo,
281,QuQq7YQDRTGAdTzfJTa1,domingo,15:01:25.821000,"15:02:28,340","15:02:55,613","15:02:57,157",efectivo,
279,QmANNGVD9VSufAneY2tw,domingo,13:23:52.376000,"13:25:51,614","13:26:04,716","13:26:33,419",Tarjeta,
277,QgwJJ4GKQ5TuUr1uQG78,domingo,14:08:18.194000,"14:09:50,162","14:09:59,340","14:10:08,584",efectivo,
274,QFwm4WaSwcYVblafpenH,domingo,14:27:36.978000,"14:34:35,467","14:34:54,639","14:36:37,837",Tarjeta,Dos turno en uno
272,Pq47RtrTNdXMZRxrFTwl,domingo,12:48:17.799000,"12:49:32,071","12:49:47,718","12:49:55,024",efectivo,
271,PpuM986QfY01LlGh1B5y,domingo,14:13:40.303000,"14:17:02,164","14:17:27,766","14:18:14,869",efectivo,
270,PlxhS9A8cE1rYYX42RCH,domingo,12:42:41.405000,"12:44:09,010","12:44:20,270","12:44:28,085",efectivo,
269,Ph4okJnBvHgWsZv1bFML,domingo,14:41:28.666000,"14:47:27,793","14:47:35,953","14:48:40,364",Tarjeta,
268,PWA9QTBF4yjJEyYDzFRe,domingo,12:10:18.932000,"12:10:27,702","12:10:30,532","12:10:41,760",efectivo,
626,zqkb6SDahOI2WbQIZmO4,domingo,14:39:34.166000,"14:44:16,851","14:44:28,760","14:44:47,113",Tarjeta,
